PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Williams, Jaylin",Out,Injury/Illness - Right Hamstring; Strain,Oklahoma City Thunder,HOU@OKC,12/14/2024
"Alvarado, Jose",Out,Injury/Illness - Left Hamstring; Strain,New Orleans Pelicans,NOP@IND,12/15/2024
"Green, Javonte",Questionable,Injury/Illness - Left Ankle; Sprain,New Orleans Pelicans,NOP@IND,12/15/2024
"Hawkins, Jordan",Out,Injury/Illness - Lumbar Spine; Annular Fissure,New Orleans Pelicans,NOP@IND,12/15/2024
"Ingram, Brandon",Out,Injury/Illness - Left Ankle; Sprain,New Orleans Pelicans,NOP@IND,12/15/2024
"Matkovic, Karlo",Out,Injury/Illness - Low Back; Disc Protrusion,New Orleans Pelicans,NOP@IND,12/15/2024
"Robinson-Earl, Jeremiah",Out,Injury/Illness - Non-COVID; Illness,New Orleans Pelicans,NOP@IND,12/15/2024
"Williamson, Zion",Out,Injury/Illness - Left Hamstring; Strain,New Orleans Pelicans,NOP@IND,12/15/2024
"Jackson, Isaiah",Out,Injury/Illness - Right Achilles Tendon; Tear,Indiana Pacers,NOP@IND,12/15/2024
"Nesmith, Aaron",Out,Injury/Illness - Left Ankle; Sprain,Indiana Pacers,NOP@IND,12/15/2024
"Newton, Tristen",Questionable,G League - Two-Way,Indiana Pacers,NOP@IND,12/15/2024
"Sheppard, Ben",Out,Injury/Illness - Left Oblique; Strain,Indiana Pacers,NOP@IND,12/15/2024
"Wiseman, James",Out,Injury/Illness - Left Achilles Tendon; Tear,Indiana Pacers,NOP@IND,12/15/2024
"Davison, JD",Out,G League - Two-Way,Boston Celtics,BOS@WAS,12/15/2024
"Horford, Al",Out,Rest,Boston Celtics,BOS@WAS,12/15/2024
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,BOS@WAS,12/15/2024
"Scheierman, Baylor",Out,G League - On Assignment,Boston Celtics,BOS@WAS,12/15/2024
"Watson, Anton",Out,G League - Two-Way,Boston Celtics,BOS@WAS,12/15/2024
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,BOS@WAS,12/15/2024
"Brogdon, Malcolm",Out,Injury/Illness - Left Hamstring; Strain,Washington Wizards,BOS@WAS,12/15/2024
"George, Kyshawn",Out,Injury/Illness - Left Ankle; Sprain,Washington Wizards,BOS@WAS,12/15/2024
"Kispert, Corey",Out,Injury/Illness - Left Ankle; Sprain,Washington Wizards,BOS@WAS,12/15/2024
"Kuzma, Kyle",Out,Injury/Illness - Left Rib; Sprain,Washington Wizards,BOS@WAS,12/15/2024
"Vukcevic, Tristan",Out,G League - Two-Way,Washington Wizards,BOS@WAS,12/15/2024
"Buie III, Boo",Out,G League - Two-Way,New York Knicks,NYK@ORL,12/15/2024
"Dadiet, Pacome",Out,G League - On Assignment,New York Knicks,NYK@ORL,12/15/2024
"Hukporti, Ariel",Doubtful,Injury/Illness - Left Ankle; Sprained,New York Knicks,NYK@ORL,12/15/2024
"McCullar Jr., Kevin",Out,G League - Two-Way,New York Knicks,NYK@ORL,12/15/2024
"Robinson, Mitchell",Out,Injury/Illness - Left Ankle; Surgery,New York Knicks,NYK@ORL,12/15/2024
"Banchero, Paolo",Out,Injury/Illness - Right Oblique; Torn,Orlando Magic,NYK@ORL,12/15/2024
"Harris, Gary",Questionable,Injury/Illness - Left Hamstring; Strain,Orlando Magic,NYK@ORL,12/15/2024
"Isaac, Jonathan",Probable,Injury/Illness - Right Hamstring; Strain,Orlando Magic,NYK@ORL,12/15/2024
"McClung, Mac",Out,G League - Two-Way,Orlando Magic,NYK@ORL,12/15/2024
"Wagner, Franz",Out,Injury/Illness - Right Oblique; Torn,Orlando Magic,NYK@ORL,12/15/2024
"Clark, Jaylen",Out,G League - Two-Way,Minnesota Timberwolves,MIN@SAS,12/15/2024
"Edwards, Jesse",Out,G League - Two-Way,Minnesota Timberwolves,MIN@SAS,12/15/2024
"Ingles, Joe",Out,Injury/Illness - Left Soleus; Strain,Minnesota Timberwolves,MIN@SAS,12/15/2024
"Miller, Leonard",Out,G League - On Assignment,Minnesota Timberwolves,MIN@SAS,12/15/2024
"Nix, Daishen",Out,G League - Two-Way,Minnesota Timberwolves,MIN@SAS,12/15/2024
"Castle, Stephon",Questionable,Injury/Illness - Left Shoulder; Contusion,San Antonio Spurs,MIN@SAS,12/15/2024
"Collins, Zach",Doubtful,Injury/Illness - Bilateral Low Back; Contusion,San Antonio Spurs,MIN@SAS,12/15/2024
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,MIN@SAS,12/15/2024
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,MIN@SAS,12/15/2024
"Johnson, Keldon",Out,Injury/Illness - Left Calf; Strain,San Antonio Spurs,MIN@SAS,12/15/2024
"Jones, Tre",Questionable,Injury/Illness - Left Shoulder; Sprain,San Antonio Spurs,MIN@SAS,12/15/2024
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,MIN@SAS,12/15/2024
"Ayton, Deandre",Out,Injury/Illness - Illness; .,Portland Trail Blazers,POR@PHX,12/15/2024
"McGowens, Bryce",Out,G League - Two-Way,Portland Trail Blazers,POR@PHX,12/15/2024
"Minaya, Justin",Out,G League - Two-Way,Portland Trail Blazers,POR@PHX,12/15/2024
"Moore, Taze",Out,G League - Two-Way,Portland Trail Blazers,POR@PHX,12/15/2024
"Thybulle, Matisse",Out,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,POR@PHX,12/15/2024
"Williams III, Robert",Questionable,Return to Competition Reconditioning,Portland Trail Blazers,POR@PHX,12/15/2024
"Beal, Bradley",Questionable,Injury/Illness - Right Knee; Swelling,Phoenix Suns,POR@PHX,12/15/2024
"Bridges, Jalen",Out,G League - Two-Way,Phoenix Suns,POR@PHX,12/15/2024
"Gillespie, Collin",Out,Injury/Illness - Right Ankle; Fracture,Phoenix Suns,POR@PHX,12/15/2024
"Washington Jr., TyTy",Out,G League - Two-Way,Phoenix Suns,POR@PHX,12/15/2024
"Exum, Dante",Out,Injury/Illness - Right Wrist; Surgery,Dallas Mavericks,DAL@GSW,12/15/2024
"Hardy, Jaden",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,DAL@GSW,12/15/2024
"Kleber, Maxi",Out,Injury/Illness - Illness; Rib fracture,Dallas Mavericks,DAL@GSW,12/15/2024
"Marshall, Naji",Out,Injury/Illness - Illness; Illness,Dallas Mavericks,DAL@GSW,12/15/2024
"Williams, Brandon",Out,Injury/Illness - Right Thumb; Sprain,Dallas Mavericks,DAL@GSW,12/15/2024
"Curry, Stephen",Questionable,Injury/Illness - Right Cervical; Facet Inflammation,Golden State Warriors,DAL@GSW,12/15/2024
"Melton, De'Anthony",Out,Injury/Illness - Left ACL; Surgery,Golden State Warriors,DAL@GSW,12/15/2024
"Moody, Moses",Out,Injury/Illness - Left Knee; Patellar Tendonopathy,Golden State Warriors,DAL@GSW,12/15/2024
"Santos, Gui",Questionable,G League - On Assignment,Golden State Warriors,DAL@GSW,12/15/2024
"Wiggins, Andrew",Questionable,Injury/Illness - Right Adductor; Tightness,Golden State Warriors,DAL@GSW,12/15/2024
"Edey, Zach",Questionable,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,MEM@LAL,12/15/2024
"Huff, Jay",Questionable,Injury/Illness - Left Knee; Soreness,Memphis Grizzlies,MEM@LAL,12/15/2024
"Jackson, GG",Out,Injury/Illness - Right Fifth Metatarsal; Repair,Memphis Grizzlies,MEM@LAL,12/15/2024
"Smart, Marcus",Questionable,Injury/Illness - Left Knee; Soreness,Memphis Grizzlies,MEM@LAL,12/15/2024
"Williams Jr., Vince",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,MEM@LAL,12/15/2024
"Davis, Anthony",Probable,Injury/Illness - Left Plantar; Fasciitis,Los Angeles Lakers,MEM@LAL,12/15/2024
"Hayes, Jaxson",Out,Injury/Illness - Right Ankle; Sprain/Contusion,Los Angeles Lakers,MEM@LAL,12/15/2024
"Hood-Schifino, Jalen",Out,Injury/Illness - Left Hamstring; Strain,Los Angeles Lakers,MEM@LAL,12/15/2024
"James, LeBron",Questionable,Injury/Illness - Left Foot; Injury Management,Los Angeles Lakers,MEM@LAL,12/15/2024
"Vanderbilt, Jarred",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,MEM@LAL,12/15/2024
"Wood, Christian",Out,Injury/Illness - Left Knee; Surgery Recovery,Los Angeles Lakers,MEM@LAL,12/15/2024
"Christopher, Josh",Out,G League - Two-Way,Miami Heat,MIA@DET,12/16/2024
"Jovic, Nikola",Out,Injury/Illness - Left Ankle; Sprain,Miami Heat,MIA@DET,12/16/2024
"Larsson, Pelle",Out,Injury/Illness - Right Ankle; Sprain,Miami Heat,MIA@DET,12/16/2024
"Richardson, Josh",Out,Injury/Illness - Right Heel; Inflammation,Miami Heat,MIA@DET,12/16/2024
"Harris, Tobias",Out,Injury/Illness - Right Thumb; Sprain,Detroit Pistons,MIA@DET,12/16/2024
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,MIA@DET,12/16/2024
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,MIA@DET,12/16/2024
"Swider, Cole",Out,G League - Two-Way,Detroit Pistons,MIA@DET,12/16/2024
"Williams, Alondes",Out,G League - Two-Way,Detroit Pistons,MIA@DET,12/16/2024
"Bona, Adem",Out,Injury/Illness - Left Knee; Tendinopathy,Philadelphia 76ers,PHI@CHA,12/16/2024
"Embiid, Joel",Out,Injury/Illness - Right Sinus; Fracture,Philadelphia 76ers,PHI@CHA,12/16/2024
"George, Paul",Available,Injury/Illness - Left Knee; Brace,Philadelphia 76ers,PHI@CHA,12/16/2024
"Martin, Caleb",Out,Injury/Illness - Right Shoulder; Impingement,Philadelphia 76ers,PHI@CHA,12/16/2024
"McCain, Jared",Out,Injury/Illness - Left Knee; Meniscus Tear,Philadelphia 76ers,PHI@CHA,12/16/2024
"Ball, LaMelo",Questionable,Injury/Illness - Left Calf; Strain,Charlotte Hornets,PHI@CHA,12/16/2024
"Mann, Tre",Out,Injury/Illness - N/A; Disc Irritation,Charlotte Hornets,PHI@CHA,12/16/2024
"Simpson, KJ",Out,G League - Two-Way,Charlotte Hornets,PHI@CHA,12/16/2024
"Smith Jr., Nick",Out,G League - On Assignment,Charlotte Hornets,PHI@CHA,12/16/2024
"Williams, Grant",Out,Injury/Illness - Right Acl; Tear,Charlotte Hornets,PHI@CHA,12/16/2024
"Ball, Lonzo",Probable,Injury/Illness - Left Knee; Injury Management,Chicago Bulls,CHI@TOR,12/16/2024
"LaVine, Zach",Questionable,Injury/Illness - Low Back; Spasms,Chicago Bulls,CHI@TOR,12/16/2024
"Liddell, E.J.",Out,Injury/Illness - Left Lower Leg; Contusion; G League - Two-Way,Chicago Bulls,CHI@TOR,12/16/2024
"Sanogo, Adama",Out,G League - Two-Way,Chicago Bulls,CHI@TOR,12/16/2024
"Steward, DJ",Out,G League - Two-Way,Chicago Bulls,CHI@TOR,12/16/2024
"Terry, Dalen",Questionable,Injury/Illness - Right Knee; Contusion,Chicago Bulls,CHI@TOR,12/16/2024
"Vucevic, Nikola",Probable,Injury/Illness - N/a; Illness,Chicago Bulls,CHI@TOR,12/16/2024
"Barnes, Scottie",Out,Injury/Illness - Right Ankle; Sprain,Toronto Raptors,CHI@TOR,12/16/2024
"Battle, Jamison",Out,Injury/Illness - Left Ankle; Sprain,Toronto Raptors,CHI@TOR,12/16/2024
"Brown, Bruce",Out,Return to Competition Reconditioning,Toronto Raptors,CHI@TOR,12/16/2024
"Chomche, Ulrich",Out,G League - Two-Way,Toronto Raptors,CHI@TOR,12/16/2024
"Quickley, Immanuel",Out,Injury/Illness - Left Elbow; Partial UCL Tear,Toronto Raptors,CHI@TOR,12/16/2024
"Bates, Emoni",Out,G League - Two-Way,Cleveland Cavaliers,CLE@BKN,12/16/2024
"Mobley, Evan",Probable,Injury/Illness - Left Ankle; Sprain,Cleveland Cavaliers,CLE@BKN,12/16/2024
"Porter Jr., Craig",Questionable,Injury/Illness - Left Ankle; Sprain,Cleveland Cavaliers,CLE@BKN,12/16/2024
"Strus, Max",Out,Injury/Illness - Right Ankle; Sprain,Cleveland Cavaliers,CLE@BKN,12/16/2024
"Travers, Luke",Out,G League - Two-Way,Cleveland Cavaliers,CLE@BKN,12/16/2024
"Tyson, Jaylon",Out,Injury/Illness - Illness; Illness,Cleveland Cavaliers,CLE@BKN,12/16/2024
"Beekman, Reece",Out,Trade Pending,Brooklyn Nets,CLE@BKN,12/16/2024
"Bogdanovic, Bojan",Out,Injury/Illness - Left Foot; Injury Recovery,Brooklyn Nets,CLE@BKN,12/16/2024
"Martin, Jaylen",Out,G League - Two-Way,Brooklyn Nets,CLE@BKN,12/16/2024
"Martin, Tyrese",Questionable,G League - Two-Way,Brooklyn Nets,CLE@BKN,12/16/2024
"Melton, De'Anthony",Out,Trade Pending,Brooklyn Nets,CLE@BKN,12/16/2024
"Thomas, Cam",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,CLE@BKN,12/16/2024
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,CLE@BKN,12/16/2024
"Williams, Ziaire",Out,Injury/Illness - Left Knee; Sprain,Brooklyn Nets,CLE@BKN,12/16/2024
"Alexander, Trey",Out,G League - Two-Way,Denver Nuggets,DEN@SAC,12/16/2024
"Braun, Christian",Questionable,Injury/Illness - Low Back; Strain,Denver Nuggets,DEN@SAC,12/16/2024
"Cancar, Vlatko",Out,Injury/Illness - Left Knee; Surgery Rehabilitation,Denver Nuggets,DEN@SAC,12/16/2024
"Hall, PJ",Out,G League - Two-Way,Denver Nuggets,DEN@SAC,12/16/2024
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@SAC,12/16/2024
"Jones, Spencer",Available,G League - Two-Way,Denver Nuggets,DEN@SAC,12/16/2024
"Murray, Jamal",Probable,Injury/Illness - Right Hamstring; Inflammation,Denver Nuggets,DEN@SAC,12/16/2024
"Saric, Dario",Out,Injury/Illness - Left Ankle; Sprain,Denver Nuggets,DEN@SAC,12/16/2024
"Carter, Devin",Out,Injury/Illness - Left Shoulder; Surgery,Sacramento Kings,DEN@SAC,12/16/2024
"Huerter, Kevin",Out,Injury/Illness - Left AC Joint; Sprain,Sacramento Kings,DEN@SAC,12/16/2024
"Lyles, Trey",Out,Injury/Illness - Right Calf; Strain,Sacramento Kings,DEN@SAC,12/16/2024
"Clarkson, Jordan",Probable,Injury/Illness - Left Plantar; Fasciitis,Utah Jazz,UTA@LAC,12/16/2024
"Hendricks, Taylor",Out,Injury/Illness - Right Fibula; Fracture,Utah Jazz,UTA@LAC,12/16/2024
"Jones Garcia, David",Out,G League - Two-Way,Utah Jazz,UTA@LAC,12/16/2024
"Mykhailiuk, Svi",Out,Injury/Illness - Left Groin; Strain,Utah Jazz,UTA@LAC,12/16/2024
"Sexton, Collin",Available,Injury/Illness - Left Fourth Finger Dip; Avulsion Fracture,Utah Jazz,UTA@LAC,12/16/2024
"Tshiebwe, Oscar",Out,G League - Two-Way,Utah Jazz,UTA@LAC,12/16/2024
"Brown, Kobe",Out,Injury/Illness - Back; Injury Management,LA Clippers,UTA@LAC,12/16/2024
"Christie, Cam",Out,G League - On Assignment,LA Clippers,UTA@LAC,12/16/2024
"Flowers, Trentyn",Out,G League - Two-Way,LA Clippers,UTA@LAC,12/16/2024
"Jones Jr., Derrick",Out,Injury/Illness - Right Hamstring; Strain,LA Clippers,UTA@LAC,12/16/2024
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; Injury,LA Clippers,UTA@LAC,12/16/2024
"Mann, Terance",Out,Injury/Illness - Left Middle Finger; Fracture,LA Clippers,UTA@LAC,12/16/2024
"Tucker, P.J.",Out,Not With Team,LA Clippers,UTA@LAC,12/16/2024
"Antetokounmpo, Giannis",Probable,Injury/Illness - Right Patella; Tendinopathy,Milwaukee Bucks,MIL@OKC,12/17/2024
"Lillard, Damian",Probable,Injury/Illness - Right Calf; Contusion,Milwaukee Bucks,MIL@OKC,12/17/2024
"Middleton, Khris",Probable,Injury/Illness - Non-covid; Illness,Milwaukee Bucks,MIL@OKC,12/17/2024
"Robbins, Liam",Questionable,Injury/Illness - Left Ankle; Sprain,Milwaukee Bucks,MIL@OKC,12/17/2024
"Dieng, Ousmane",Out,Injury/Illness - Right Ring Finger; Small Fracture,Oklahoma City Thunder,MIL@OKC,12/17/2024
"Ducas, Alex",Out,Injury/Illness - Lower Back; Spray,Oklahoma City Thunder,MIL@OKC,12/17/2024
"Flagler, Adam",Out,Injury/Illness - Right Fourth Metacarpal; Fracture,Oklahoma City Thunder,MIL@OKC,12/17/2024
"Holmgren, Chet",Out,Injury/Illness - Right Iliac Wing; Fracture,Oklahoma City Thunder,MIL@OKC,12/17/2024
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,MIL@OKC,12/17/2024
"Williams, Jaylin",Out,Injury/Illness - Right Hamstring; Strain,Oklahoma City Thunder,MIL@OKC,12/17/2024
"Mann, Tre",Out,Injury/Illness - N/A; Disc Irritation,Charlotte Hornets,CHA@WAS,12/19/2024
"Miller, Brandon",Questionable,Injury/Illness - Left Ankle; Sprain,Charlotte Hornets,CHA@WAS,12/19/2024
"Simpson, KJ",Out,G League - Two-Way,Charlotte Hornets,CHA@WAS,12/19/2024
"Smith Jr., Nick",Out,G League - On Assignment,Charlotte Hornets,CHA@WAS,12/19/2024
"Williams, Grant",Out,Injury/Illness - Right ACL; Tear,Charlotte Hornets,CHA@WAS,12/19/2024
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,CHA@WAS,12/19/2024
"Carrington, Carlton",Questionable,Injury/Illness - N/A; Non-Covid Illness,Washington Wizards,CHA@WAS,12/19/2024
"Kuzma, Kyle",Out,Injury/Illness - Left Rib; Sprain,Washington Wizards,CHA@WAS,12/19/2024
"Ducas, Alex",Out,G League - Two-Way,Oklahoma City Thunder,OKC@ORL,12/19/2024
"Flagler, Adam",Out,G League - Two-Way,Oklahoma City Thunder,OKC@ORL,12/19/2024
"Holmgren, Chet",Out,Injury/Illness - Right Iliac Wing; Fracture,Oklahoma City Thunder,OKC@ORL,12/19/2024
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,OKC@ORL,12/19/2024
"Williams, Jaylin",Out,Injury/Illness - Right Hamstring; Strain,Oklahoma City Thunder,OKC@ORL,12/19/2024
"Banchero, Paolo",Out,Injury/Illness - Right Oblique; Torn,Orlando Magic,OKC@ORL,12/19/2024
"Harris, Gary",Out,Injury/Illness - Left Hamstring; Strain,Orlando Magic,OKC@ORL,12/19/2024
"McClung, Mac",Out,G League - Two-Way,Orlando Magic,OKC@ORL,12/19/2024
"Wagner, Franz",Out,Injury/Illness - Right Oblique; Torn,Orlando Magic,OKC@ORL,12/19/2024
"Collier, Isaiah",Out,G League - On Assignment,Utah Jazz,UTA@DET,12/19/2024
"Filipowski, Kyle",Out,G League - On Assignment,Utah Jazz,UTA@DET,12/19/2024
"Hendricks, Taylor",Out,Injury/Illness - Right Fibula; Fracture,Utah Jazz,UTA@DET,12/19/2024
"Jones Garcia, David",Out,G League - Two-Way,Utah Jazz,UTA@DET,12/19/2024
"Mykhailiuk, Svi",Probable,Injury/Illness - Left Groin; Strain,Utah Jazz,UTA@DET,12/19/2024
"Sexton, Collin",Available,Injury/Illness - Left Fourth Finger Dip; Avulsion fracture,Utah Jazz,UTA@DET,12/19/2024
"Tshiebwe, Oscar",Out,G League - Two-Way,Utah Jazz,UTA@DET,12/19/2024
"Williams, Cody",Out,G League - On Assignment,Utah Jazz,UTA@DET,12/19/2024
"Harris, Tobias",Probable,Injury/Illness - Right Thumb; Sprain,Detroit Pistons,UTA@DET,12/19/2024
"Ivey, Jaden",Doubtful,Injury/Illness - Left Knee; Inflammation,Detroit Pistons,UTA@DET,12/19/2024
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,UTA@DET,12/19/2024
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,UTA@DET,12/19/2024
"Stewart, Isaiah",Out,Injury/Illness - Left Knee; Hyperextension sprain,Detroit Pistons,UTA@DET,12/19/2024
"Swider, Cole",Out,G League - Two-Way,Detroit Pistons,UTA@DET,12/19/2024
"Williams, Alondes",Out,G League - Two-Way,Detroit Pistons,UTA@DET,12/19/2024
"Bogdanovic, Bojan",Out,Injury/Illness - Left Foot; Injury Recovery,Brooklyn Nets,BKN@TOR,12/19/2024
"Martin, Jaylen",Out,G League - Two-Way,Brooklyn Nets,BKN@TOR,12/19/2024
"Melton, De'Anthony",Out,Injury/Illness - Left Knee; ACL Tear,Brooklyn Nets,BKN@TOR,12/19/2024
"Thomas, Cam",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@TOR,12/19/2024
"Watford, Trendon",Out,Injury/Illness - Left Hamstring; Soreness,Brooklyn Nets,BKN@TOR,12/19/2024
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,BKN@TOR,12/19/2024
"Williams, Ziaire",Out,Injury/Illness - Left Knee; Sprain,Brooklyn Nets,BKN@TOR,12/19/2024
"Barnes, Scottie",Questionable,Injury/Illness - Right Ankle; Sprain,Toronto Raptors,BKN@TOR,12/19/2024
"Brown, Bruce",Out,Injury/Illness - Right Knee; Right Knee Surgery - Injury Management,Toronto Raptors,BKN@TOR,12/19/2024
"Chomche, Ulrich",Out,G League - Two-Way,Toronto Raptors,BKN@TOR,12/19/2024
"Lawson, A.J.",Out,G League - Two-Way,Toronto Raptors,BKN@TOR,12/19/2024
"Poeltl, Jakob",Out,Injury/Illness - Bilateral Groin; Strain,Toronto Raptors,BKN@TOR,12/19/2024
"Quickley, Immanuel",Out,Injury/Illness - Left Elbow; Partial UCL Tear,Toronto Raptors,BKN@TOR,12/19/2024
"Duarte, Chris",Out,G League - On Assignment,Chicago Bulls,CHI@BOS,12/19/2024
"Giddey, Josh",Questionable,Injury/Illness - Right Ankle; Sprain,Chicago Bulls,CHI@BOS,12/19/2024
"Liddell, E.J.",Out,G League - Two-Way,Chicago Bulls,CHI@BOS,12/19/2024
"Sanogo, Adama",Out,G League - Two-Way,Chicago Bulls,CHI@BOS,12/19/2024
"Steward, DJ",Out,G League - Two-Way,Chicago Bulls,CHI@BOS,12/19/2024
"Terry, Dalen",Questionable,Injury/Illness - Right Knee; Contusion,Chicago Bulls,CHI@BOS,12/19/2024
"Davison, JD",Out,G League - Two-Way,Boston Celtics,CHI@BOS,12/19/2024
"Hauser, Sam",Questionable,Injury/Illness - Low Back; Spasms,Boston Celtics,CHI@BOS,12/19/2024
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,CHI@BOS,12/19/2024
"Porzingis, Kristaps",Questionable,Injury/Illness - Right Heel; Contusion,Boston Celtics,CHI@BOS,12/19/2024
"Scheierman, Baylor",Out,G League - On Assignment,Boston Celtics,CHI@BOS,12/19/2024
"Tillman, Xavier",Questionable,Injury/Illness - Illness; Non-Covid,Boston Celtics,CHI@BOS,12/19/2024
"Watson, Anton",Out,G League - Two-Way,Boston Celtics,CHI@BOS,12/19/2024
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Injury Management,Atlanta Hawks,ATL@SAS,12/19/2024
"Gueye, Mouhamed",Out,G League - On Assignment,Atlanta Hawks,ATL@SAS,12/19/2024
"Lundy, Seth",Out,G League - Two-Way,Atlanta Hawks,ATL@SAS,12/19/2024
"Okongwu, Onyeka",Out,Injury/Illness - Left Knee; Inflammation,Atlanta Hawks,ATL@SAS,12/19/2024
"Wallace, Keaton",Out,G League - Two-Way,Atlanta Hawks,ATL@SAS,12/19/2024
"Young, Trae",Probable,Injury/Illness - Right Achilles; Tendinitis,Atlanta Hawks,ATL@SAS,12/19/2024
"Zeller, Cody",Out,Not With Team,Atlanta Hawks,ATL@SAS,12/19/2024
"Collins, Zach",Questionable,Injury/Illness - Bilateral Low Back; Contusion,San Antonio Spurs,ATL@SAS,12/19/2024
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,ATL@SAS,12/19/2024
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,ATL@SAS,12/19/2024
"Johnson, Keldon",Probable,Injury/Illness - Left Calf; Strain,San Antonio Spurs,ATL@SAS,12/19/2024
"Jones, Tre",Probable,Injury/Illness - Left Shoulder; Sprain,San Antonio Spurs,ATL@SAS,12/19/2024
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,ATL@SAS,12/19/2024
"Moody, Moses",Out,Injury/Illness - Left Knee; Patellar Tendonopathy,Golden State Warriors,GSW@MEM,12/19/2024
"Castleton, Colin",Out,G League - Two-Way,Memphis Grizzlies,GSW@MEM,12/19/2024
"Huff, Jay",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,GSW@MEM,12/19/2024
"Jackson, GG",Out,Injury/Illness - Right Fifth Metatarsal; Repair,Memphis Grizzlies,GSW@MEM,12/19/2024
"Kawamura, Yuki",Out,G League - Two-Way,Memphis Grizzlies,GSW@MEM,12/19/2024
"Morant, Ja",Questionable,Injury/Illness - Low Back; Soreness,Memphis Grizzlies,GSW@MEM,12/19/2024
"Smart, Marcus",Doubtful,Injury/Illness - Left Shoulder; Soreness,Memphis Grizzlies,GSW@MEM,12/19/2024
"Williams Jr., Vince",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,GSW@MEM,12/19/2024
"Alvarado, Jose",Out,Injury/Illness - Left Hamstring; Strain,New Orleans Pelicans,NOP@HOU,12/19/2024
"Hawkins, Jordan",Available,Injury/Illness - Lumbar Spine; Annular Fissure,New Orleans Pelicans,NOP@HOU,12/19/2024
