PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Nader, Abdel",Out,Injury/Illness - Right Knee; Injury management,Phoenix Suns,BOS@PHX,12/10/2021
"Saric, Dario",Out,Injury/Illness - Right Acl; Tear,Phoenix Suns,BOS@PHX,12/10/2021
"Batum, Nicolas",Out,Injury/Illness - Right Ankle; Sprain,LA Clippers,ORL@LAC,12/11/2021
"George, Paul",Out,Injury/Illness - Right Elbow; Sprain,LA Clippers,ORL@LAC,12/11/2021
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; ACL - Injury Recovery,LA Clippers,ORL@LAC,12/11/2021
"Preston, Jason",Out,Injury/Illness - Right Foot; Injury Recovery,LA Clippers,ORL@LAC,12/11/2021
"Scrubb, Jay",Out,G League - Two-Way,LA Clippers,ORL@LAC,12/11/2021
"Carter-Williams, Michael",Out,Injury/Illness - Left Ankle; Injury recovery,Orlando Magic,ORL@LAC,12/11/2021
"Fultz, Markelle",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ORL@LAC,12/11/2021
"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ORL@LAC,12/11/2021
"Moore, E'Twaun",Out,Injury/Illness - Left Knee; Sprain,Orlando Magic,ORL@LAC,12/11/2021
"Suggs, Jalen",Out,Injury/Illness - Right Thumb; Fracture,Orlando Magic,ORL@LAC,12/11/2021
"Azubuike, Udoka",Out,Injury/Illness - Right Ankle; Injury,Utah Jazz,UTA@WAS,12/11/2021
"Hughes, Elijah",Out,G League - On Assignment,Utah Jazz,UTA@WAS,12/11/2021
"Ayayi, Joel",Out,G League - Two-Way,Washington Wizards,UTA@WAS,12/11/2021
"Bryant, Thomas",Out,Injury/Illness - Left Knee; Left ACL injury recovery,Washington Wizards,UTA@WAS,12/11/2021
"Hachimura, Rui",Out,Return to Competition Reconditioning,Washington Wizards,UTA@WAS,12/11/2021
"Kuzma, Kyle",Out,Health and Safety Protocols,Washington Wizards,UTA@WAS,12/11/2021
"Todd, Isaiah",Out,G League - On Assignment,Washington Wizards,UTA@WAS,12/11/2021
"Winston, Cassius",Out,G League - Two-Way,Washington Wizards,UTA@WAS,12/11/2021
"Caruso, Alex",Questionable,Injury/Illness - Right Hamstring; Strain,Chicago Bulls,CHI@MIA,12/11/2021
"DeRozan, DeMar",Out,Health and Safety Protocols,Chicago Bulls,CHI@MIA,12/11/2021
"Green, Javonte",Out,Health and Safety Protocols,Chicago Bulls,CHI@MIA,12/11/2021
"Jones Jr., Derrick",Out,Health and Safety Protocols,Chicago Bulls,CHI@MIA,12/11/2021
"Thomas, Matt",Out,Health and Safety Protocols,Chicago Bulls,CHI@MIA,12/11/2021
"White, Coby",Out,Health and Safety Protocols,Chicago Bulls,CHI@MIA,12/11/2021
"Williams, Patrick",Out,Injury/Illness - Left Wrist; Ligament Tear,Chicago Bulls,CHI@MIA,12/11/2021
"Adebayo, Bam",Out,Injury/Illness - Right Thumb; UCL Reconstruction,Miami Heat,CHI@MIA,12/11/2021
"Butler, Jimmy",Out,Injury/Illness - Tail Bone; Contusion,Miami Heat,CHI@MIA,12/11/2021
"Morris, Markieff",Out,Injury/Illness - Neck; Whiplash,Miami Heat,CHI@MIA,12/11/2021
"Oladipo, Victor",Out,Injury/Illness - Right Knee; Injury Recovery,Miami Heat,CHI@MIA,12/11/2021
"Robinson, Duncan",Probable,Injury/Illness - Left Quadriceps; Contusion,Miami Heat,CHI@MIA,12/11/2021
"Gordon, Eric",Out,Injury/Illness - Right Groin; Tightness,Houston Rockets,HOU@MEM,12/11/2021
"Green, Jalen",Out,Injury/Illness - Left Hamstring; Strain,Houston Rockets,HOU@MEM,12/11/2021
"House Jr., Danuel",Out,Injury/Illness - Left Ankle; Sprain,Houston Rockets,HOU@MEM,12/11/2021
"Nix, Daishen",Out,G League - Two-Way,Houston Rockets,HOU@MEM,12/11/2021
"Porter Jr., Kevin",Out,Injury/Illness - Left Thigh; Contusion,Houston Rockets,HOU@MEM,12/11/2021
"Brooks, Dillon",Available,Health and Safety Protocols,Memphis Grizzlies,HOU@MEM,12/11/2021
"Clarke, Brandon",Out,Injury/Illness - Right Knee; Soreness,Memphis Grizzlies,HOU@MEM,12/11/2021
"Jackson Jr., Jaren",Doubtful,Injury/Illness - Left Knee; Soreness,Memphis Grizzlies,HOU@MEM,12/11/2021
"Merrill, Sam",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,HOU@MEM,12/11/2021
"Morant, Ja",Out,Injury/Illness - Left Knee; Sprain + Health and Safety Protocols,Memphis Grizzlies,HOU@MEM,12/11/2021
"Williams, Ziaire",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,HOU@MEM,12/11/2021
"Nembhard Jr., RJ",Out,G League - Two-Way,Cleveland Cavaliers,SAC@CLE,12/11/2021
"Sexton, Collin",Out,Injury/Illness - Left Knee; Meniscal Tear,Cleveland Cavaliers,SAC@CLE,12/11/2021
"Windler, Dylan",Out,G League - On Assignment,Cleveland Cavaliers,SAC@CLE,12/11/2021
"Holmes, Richaun",Out,Injury/Illness - Right Eye; Injury,Sacramento Kings,SAC@CLE,12/11/2021
"King, Louis",Out,G League - Two-Way,Sacramento Kings,SAC@CLE,12/11/2021
"Queta, Neemias",Out,G League - Two-Way,Sacramento Kings,SAC@CLE,12/11/2021
"Ramsey, Jahmi'us",Out,G League - On Assignment,Sacramento Kings,SAC@CLE,12/11/2021
"Woodard II, Robert",Out,G League - On Assignment,Sacramento Kings,SAC@CLE,12/11/2021
"Barton, Will",Questionable,Injury/Illness - Non-covid; Illness,Denver Nuggets,DEN@SAS,12/11/2021
"Dozier, P.J.",Out,Injury/Illness - Left Acl; Surgery,Denver Nuggets,DEN@SAS,12/11/2021
"Murray, Jamal",Out,Injury/Illness - Left Knee; Injury Recovery,Denver Nuggets,DEN@SAS,12/11/2021
"Porter Jr., Michael",Out,Injury/Illness - Lumbar Spine; Surgery,Denver Nuggets,DEN@SAS,12/11/2021
"Rivers, Austin",Out,Health and Safety Protocols,Denver Nuggets,DEN@SAS,12/11/2021
"Cacok, Devontae",Out,G League - Two-Way,San Antonio Spurs,DEN@SAS,12/11/2021
"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture,San Antonio Spurs,DEN@SAS,12/11/2021
"Johnson, Keldon",Probable,Injury/Illness - Right Ankle; Sprain,San Antonio Spurs,DEN@SAS,12/11/2021
"Landale, Jock",Out,G League - On Assignment,San Antonio Spurs,DEN@SAS,12/11/2021
"Primo, Joshua",Out,G League - On Assignment,San Antonio Spurs,DEN@SAS,12/11/2021
"Wieskamp, Joe",Out,G League - Two-Way,San Antonio Spurs,DEN@SAS,12/11/2021
"Dowtin, Jeff",Out,G League - Two-Way,Golden State Warriors,GSW@PHI,12/11/2021
"Iguodala, Andre",Questionable,Injury/Illness - Right Knee; Soreness,Golden State Warriors,GSW@PHI,12/11/2021
"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Injury Recovery,Golden State Warriors,GSW@PHI,12/11/2021
"Wiseman, James",Out,Injury/Illness - Right Knee; Injury Recovery,Golden State Warriors,GSW@PHI,12/11/2021
"Henry, Aaron",Out,G League - Two-Way,Philadelphia 76ers,GSW@PHI,12/11/2021
"Reed, Paul",Out,G League - On Assignment,Philadelphia 76ers,GSW@PHI,12/11/2021
"Riller, Grant",Out,Injury/Illness - Right Shoulder; Soreness,Philadelphia 76ers,GSW@PHI,12/11/2021
"Simmons, Ben",Out,Personal Reasons,Philadelphia 76ers,GSW@PHI,12/11/2021
"Springer, Jaden",Out,G League - On Assignment,Philadelphia 76ers,GSW@PHI,12/11/2021
"DiVincenzo, Donte",Out,Injury/Illness - Left Ankle; Injury recovery,Milwaukee Bucks,MIL@NYK,12/12/2021
"Hill, George",Available,Injury/Illness - Right Knee; Hyperextension,Milwaukee Bucks,MIL@NYK,12/12/2021
"Lopez, Brook",Out,Injury/Illness - Back; Surgery,Milwaukee Bucks,MIL@NYK,12/12/2021
"Matthews, Wesley",Out,Health and Safety Protocols,Milwaukee Bucks,MIL@NYK,12/12/2021
"Ojeleye, Semi",Out,Injury/Illness - Right Calf; Strain,Milwaukee Bucks,MIL@NYK,12/12/2021
"Barrett, RJ",Out,Health and Safety Protocols,New York Knicks,MIL@NYK,12/12/2021
"Burks, Alec",Out,Personal Reasons,New York Knicks,MIL@NYK,12/12/2021
"Samanic, Luka",Out,G League - Two-Way,New York Knicks,MIL@NYK,12/12/2021
"Toppin, Obi",Out,Health and Safety Protocols,New York Knicks,MIL@NYK,12/12/2021
"Edwards, Kessler",Out,G League - Two-Way,Brooklyn Nets,BKN@DET,12/12/2021
"Harden, James",Out,Rest,Brooklyn Nets,BKN@DET,12/12/2021
"Harris, Joe",Out,Injury/Illness - Left Ankle; Surgery,Brooklyn Nets,BKN@DET,12/12/2021
"Irving, Kyrie",Out,Not With Team,Brooklyn Nets,BKN@DET,12/12/2021
"Millsap, Paul",Out,Personal Reasons,Brooklyn Nets,BKN@DET,12/12/2021
"Sharpe, Day'Ron",Out,G League - On Assignment,Brooklyn Nets,BKN@DET,12/12/2021
"Grant, Jerami",Out,Injury/Illness - Right Thumb; Sprain,Detroit Pistons,BKN@DET,12/12/2021
"Livers, Isaiah",Questionable,Return to Competition Reconditioning,Detroit Pistons,BKN@DET,12/12/2021
"Olynyk, Kelly",Out,Injury/Illness - Left Knee; Sprain,Detroit Pistons,BKN@DET,12/12/2021
"Smith, Chris",Out,G League - On Assignment,Detroit Pistons,BKN@DET,12/12/2021
"Brown, Sterling",Questionable,Injury/Illness - Left Foot; Soreness,Dallas Mavericks,DAL@OKC,12/12/2021
"Cauley-Stein, Willie",Out,Personal Reasons,Dallas Mavericks,DAL@OKC,12/12/2021
"Doncic, Luka",Out,Injury/Illness - Left Ankle; Soreness,Dallas Mavericks,DAL@OKC,12/12/2021
"Hommes, Daulton",Out,Injury/Illness - Right Fibular; Stress Fracture,New Orleans Pelicans,NOP@SAS,12/12/2021
"Lewis Jr., Kira",Out,Injury/Illness - Right Knee ACL/MCL; Sprain,New Orleans Pelicans,NOP@SAS,12/12/2021
"Louzada, Didi",Out,League Suspension,New Orleans Pelicans,NOP@SAS,12/12/2021
"Williamson, Zion",Out,Injury/Illness - Right Foot; Fracture,New Orleans Pelicans,NOP@SAS,12/12/2021
"Cacok, Devontae",Out,G League - Two-Way,San Antonio Spurs,NOP@SAS,12/12/2021
"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture,San Antonio Spurs,NOP@SAS,12/12/2021
"Primo, Joshua",Out,G League - On Assignment,San Antonio Spurs,NOP@SAS,12/12/2021
"Wieskamp, Joe",Out,G League - Two-Way,San Antonio Spurs,NOP@SAS,12/12/2021
"Russell, D'Angelo",Questionable,Injury/Illness - Right Ankle; Soreness,Minnesota Timberwolves,MIN@POR,12/12/2021
"Wright IV, McKinley",Out,G League - Two-Way,Minnesota Timberwolves,MIN@POR,12/12/2021
"Lillard, Damian",Questionable,Injury/Illness - lower abdominal; Tendinopathy,Portland Trail Blazers,MIN@POR,12/12/2021
"McCollum, CJ",Out,Injury/Illness - Right Lung; Pneumothorax,Portland Trail Blazers,MIN@POR,12/12/2021
"Zeller, Cody",Out,Injury/Illness - Right knee; Patellar fracture,Portland Trail Blazers,MIN@POR,12/12/2021
"Ariza, Trevor",Out,Injury/Illness - Right Ankle; Injury recovery,Los Angeles Lakers,ORL@LAL,12/12/2021
"Brown Jr., Chaundee",Out,G League - Two-Way,Los Angeles Lakers,ORL@LAL,12/12/2021
"Davis, Anthony",Questionable,Injury/Illness - Left Knee; Soreness,Los Angeles Lakers,ORL@LAL,12/12/2021
"Huff, Jay",Out,G League - Two-Way,Los Angeles Lakers,ORL@LAL,12/12/2021
"James, LeBron",Probable,Injury/Illness - Rectus Abdominis; Strain,Los Angeles Lakers,ORL@LAL,12/12/2021
"Nunn, Kendrick",Out,Injury/Illness - Right Knee; Bone bruise,Los Angeles Lakers,ORL@LAL,12/12/2021
"Dowtin, Jeff",Out,G League - Two-Way,Golden State Warriors,GSW@IND,12/13/2021
"Iguodala, Andre",Out,Injury/Illness - Right Knee; Injury Management,Golden State Warriors,GSW@IND,12/13/2021
"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Injury Recovery,Golden State Warriors,GSW@IND,12/13/2021
"Wiseman, James",Out,Injury/Illness - Right Knee; Injury Recovery,Golden State Warriors,GSW@IND,12/13/2021
"Holiday, Justin",Questionable,Return to Competition Reconditioning,Indiana Pacers,GSW@IND,12/13/2021
"McConnell, T.J.",Out,Injury/Illness - Right Wrist; Ligament Surgery,Indiana Pacers,GSW@IND,12/13/2021
"Wanamaker, Brad",Questionable,Injury/Illness - Not Available; Non-COVID Illness,Indiana Pacers,GSW@IND,12/13/2021
"Warren, T.J.",Out,Injury/Illness - Left Navicular; Fracture,Indiana Pacers,GSW@IND,12/13/2021
"Nembhard Jr., RJ",Out,G League - Two-Way,Cleveland Cavaliers,MIA@CLE,12/13/2021
"Sexton, Collin",Out,Injury/Illness - Left Knee; Meniscal Tear,Cleveland Cavaliers,MIA@CLE,12/13/2021
"Adebayo, Bam",Out,Injury/Illness - Right Thumb; UCL Reconstruction,Miami Heat,MIA@CLE,12/13/2021
"Butler, Jimmy",Out,Injury/Illness - Tailbone; Contusion,Miami Heat,MIA@CLE,12/13/2021
"Martin, Caleb",Out,Health and Safety Protocols,Miami Heat,MIA@CLE,12/13/2021
"Morris, Markieff",Out,Injury/Illness - Neck; Whiplash,Miami Heat,MIA@CLE,12/13/2021
"Oladipo, Victor",Out,Injury/Illness - Right Knee; Injury Recovery,Miami Heat,MIA@CLE,12/13/2021
"Holmes, Richaun",Out,Injury/Illness - Right Eye; Injury,Sacramento Kings,SAC@TOR,12/13/2021
"Queta, Neemias",Out,G League - On Assignment,Sacramento Kings,SAC@TOR,12/13/2021
"Ramsey, Jahmi'us",Out,G League - On Assignment,Sacramento Kings,SAC@TOR,12/13/2021
"Woodard II, Robert",Out,G League - On Assignment,Sacramento Kings,SAC@TOR,12/13/2021
"Achiuwa, Precious",Out,Health and Safety Protocols,Toronto Raptors,SAC@TOR,12/13/2021
"Anunoby, OG",Out,Injury/Illness - Left Hip; Pointer,Toronto Raptors,SAC@TOR,12/13/2021
"Birch, Khem",Out,Injury/Illness - Right Knee; Swelling,Toronto Raptors,SAC@TOR,12/13/2021
"Dragic, Goran",Out,Not With Team,Toronto Raptors,SAC@TOR,12/13/2021
"Johnson, David",Out,Injury/Illness - Left Calf; Strain,Toronto Raptors,SAC@TOR,12/13/2021
"Bogdanovic, Bogdan",Out,Injury/Illness - Right Ankle; Sprain,Atlanta Hawks,HOU@ATL,12/13/2021
"Hill, Solomon",Out,Injury/Illness - Right Hamstring; Strain,Atlanta Hawks,HOU@ATL,12/13/2021
"Hunter, De'Andre",Out,Injury/Illness - Right Wrist; Tendon Surgery,Atlanta Hawks,HOU@ATL,12/13/2021
"Mays, Skylar",Out,G League - Two-Way,Atlanta Hawks,HOU@ATL,12/13/2021
"Okongwu, Onyeka",Out,G League - On Assignment,Atlanta Hawks,HOU@ATL,12/13/2021
"Garuba, Usman",Out,G League - On Assignment,Houston Rockets,HOU@ATL,12/13/2021
"Green, Jalen",Out,Injury/Illness - Left Hamstring; Strain,Houston Rockets,HOU@ATL,12/13/2021
"House Jr., Danuel",Out,Injury/Illness - Left Ankle; Sprain,Houston Rockets,HOU@ATL,12/13/2021
"Nix, Daishen",Out,G League - Two-Way,Houston Rockets,HOU@ATL,12/13/2021
"Porter Jr., Kevin",Out,Injury/Illness - Left Thigh; Contusion,Houston Rockets,HOU@ATL,12/13/2021
"Fernando, Bruno",Out,Injury/Illness - Low Back; Spasms,Boston Celtics,MIL@BOS,12/13/2021
"Richardson, Josh",Out,Health and Safety Protocols,Boston Celtics,MIL@BOS,12/13/2021
"Smart, Marcus",Probable,Injury/Illness - Illness; Non-COVID,Boston Celtics,MIL@BOS,12/13/2021
"Cousins, DeMarcus",Probable,Injury/Illness - Right Hip; Contusion,Milwaukee Bucks,MIL@BOS,12/13/2021
"DiVincenzo, Donte",Out,Injury/Illness - Left Ankle; Injury recovery,Milwaukee Bucks,MIL@BOS,12/13/2021
"Hill, George",Out,Return to Competition Reconditioning,Milwaukee Bucks,MIL@BOS,12/13/2021
"Lopez, Brook",Out,Injury/Illness - Back; Surgery,Milwaukee Bucks,MIL@BOS,12/13/2021
"Matthews, Wesley",Out,Health and Safety Protocols,Milwaukee Bucks,MIL@BOS,12/13/2021
"Ojeleye, Semi",Out,Injury/Illness - Right Calf; Strain,Milwaukee Bucks,MIL@BOS,12/13/2021
"Adams, Steven",Doubtful,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,PHI@MEM,12/13/2021
"Clarke, Brandon",Out,Injury/Illness - Right Knee; Soreness,Memphis Grizzlies,PHI@MEM,12/13/2021
"Jackson Jr., Jaren",Questionable,Injury/Illness - Left Knee; Soreness,Memphis Grizzlies,PHI@MEM,12/13/2021
"Merrill, Sam",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,PHI@MEM,12/13/2021
"Morant, Ja",Out,Injury/Illness - Left Knee; Sprain + Health and Safety Protocols,Memphis Grizzlies,PHI@MEM,12/13/2021
"Williams, Ziaire",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,PHI@MEM,12/13/2021
"Henry, Aaron",Out,G League - Two-Way,Philadelphia 76ers,PHI@MEM,12/13/2021
"Reed, Paul",Out,G League - On Assignment,Philadelphia 76ers,PHI@MEM,12/13/2021
"Riller, Grant",Out,Injury/Illness - Right Shoulder; Soreness,Philadelphia 76ers,PHI@MEM,12/13/2021
"Simmons, Ben",Out,Personal Reasons,Philadelphia 76ers,PHI@MEM,12/13/2021
"Springer, Jaden",Out,Injury/Illness - N/a; Concussion protocol,Philadelphia 76ers,PHI@MEM,12/13/2021
"Ball, LaMelo",Out,Health and Safety Protocols,Charlotte Hornets,CHA@DAL,12/13/2021
"Kulboka, Arnoldas",Out,G League - Two-Way,Charlotte Hornets,CHA@DAL,12/13/2021
"Lewis, Scottie",Available,G League - Two-Way,Charlotte Hornets,CHA@DAL,12/13/2021
"McDaniels, Jalen",Out,Not With Team,Charlotte Hornets,CHA@DAL,12/13/2021
"Plumlee, Mason",Out,Not With Team,Charlotte Hornets,CHA@DAL,12/13/2021
"Smith, Ish",Out,Health and Safety Protocols,Charlotte Hornets,CHA@DAL,12/13/2021
"Washington, P.J.",Probable,Injury/Illness - Illness; Non-COVID,Charlotte Hornets,CHA@DAL,12/13/2021
"Brown, Sterling",Out,Injury/Illness - Left Foot; Soreness,Dallas Mavericks,CHA@DAL,12/13/2021
"Cauley-Stein, Willie",Out,Personal Reasons,Dallas Mavericks,CHA@DAL,12/13/2021
"Doncic, Luka",Out,Injury/Illness - Left Ankle; Soreness,Dallas Mavericks,CHA@DAL,12/13/2021
"Barton, Will",Questionable,Injury/Illness - Non-covid; Illness,Denver Nuggets,WAS@DEN,12/13/2021
"Dozier, P.J.",Out,Injury/Illness - Left Acl; Surgery,Denver Nuggets,WAS@DEN,12/13/2021
"Gordon, Aaron",Questionable,Injury/Illness - Low Back; Pain,Denver Nuggets,WAS@DEN,12/13/2021
"Green, JaMychal",Doubtful,Injury/Illness - Right Ankle; Sprain,Denver Nuggets,WAS@DEN,12/13/2021
"Murray, Jamal",Out,Injury/Illness - Left Knee; Injury Recovery,Denver Nuggets,WAS@DEN,12/13/2021
"Porter Jr., Michael",Out,Injury/Illness - Lumbar Spine; Surgery,Denver Nuggets,WAS@DEN,12/13/2021
"Rivers, Austin",Out,Health and Safety Protocols,Denver Nuggets,WAS@DEN,12/13/2021
"Bryant, Thomas",Out,Injury/Illness - Left Knee; Left ACL injury recovery,Washington Wizards,WAS@DEN,12/13/2021
"Hachimura, Rui",Out,Not with Team - Return to Competition Reconditioning,Washington Wizards,WAS@DEN,12/13/2021
"Kuzma, Kyle",Out,Health and Safety Protocols,Washington Wizards,WAS@DEN,12/13/2021
"Batum, Nicolas",Questionable,Injury/Illness - Right Ankle; Sprain,LA Clippers,PHX@LAC,12/13/2021
"George, Paul",Doubtful,Injury/Illness - Right Elbow; Sprain,LA Clippers,PHX@LAC,12/13/2021
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; ACL - Injury Recovery,LA Clippers,PHX@LAC,12/13/2021
"Preston, Jason",Out,Injury/Illness - Right Foot; Injury Recovery,LA Clippers,PHX@LAC,12/13/2021
"Ayton, Deandre",Questionable,Injury/Illness - Non-covid; Illness,Phoenix Suns,PHX@LAC,12/13/2021
"Booker, Devin",Out,Injury/Illness - Left Hamstring; Strain,Phoenix Suns,PHX@LAC,12/13/2021
"Kaminsky, Frank",Out,Injury/Illness - Right Knee; Stress reaction,Phoenix Suns,PHX@LAC,12/13/2021
"Nader, Abdel",Out,Injury/Illness - Right Knee; Injury management,Phoenix Suns,PHX@LAC,12/13/2021
"Saric, Dario",Out,Injury/Illness - Right Acl; Tear,Phoenix Suns,PHX@LAC,12/13/2021
"Smith, Jalen",Questionable,Injury/Illness - Non-covid; Illness,Phoenix Suns,PHX@LAC,12/13/2021
"Dowtin, Jeff",Out,G League - Two-Way,Golden State Warriors,GSW@NYK,12/14/2021
"Porter Jr., Otto",Out,Injury/Illness - Left Foot; Injury Management,Golden State Warriors,GSW@NYK,12/14/2021
"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Injury Recovery,Golden State Warriors,GSW@NYK,12/14/2021
"Wiseman, James",Out,Injury/Illness - Right Knee; Injury Recovery,Golden State Warriors,GSW@NYK,12/14/2021
"Barrett, RJ",Out,Health and Safety Protocols,New York Knicks,GSW@NYK,12/14/2021
"Grimes, Quentin",Out,Health and Safety Protocols,New York Knicks,GSW@NYK,12/14/2021
"Samanic, Luka",Out,G League - Two-Way,New York Knicks,GSW@NYK,12/14/2021
"Toppin, Obi",Out,Health and Safety Protocols,New York Knicks,GSW@NYK,12/14/2021
"Aldridge, LaMarcus",Out,Health and Safety Protocols,Brooklyn Nets,TOR@BKN,12/14/2021
"Bembry, DeAndre'",Out,Health and Safety Protocols,Brooklyn Nets,TOR@BKN,12/14/2021
"Carter, Jevon",Out,Health and Safety Protocols,Brooklyn Nets,TOR@BKN,12/14/2021
"Durant, Kevin",Questionable,Injury/Illness - Right Ankle; Soreness,Brooklyn Nets,TOR@BKN,12/14/2021
"Harris, Joe",Out,Injury/Illness - Left Ankle; Surgery,Brooklyn Nets,TOR@BKN,12/14/2021
"Irving, Kyrie",Out,Ineligible To Play,Brooklyn Nets,TOR@BKN,12/14/2021
"Johnson, James",Out,Health and Safety Protocols,Brooklyn Nets,TOR@BKN,12/14/2021
"Millsap, Paul",Out,Health and Safety Protocols,Brooklyn Nets,TOR@BKN,12/14/2021
"Achiuwa, Precious",Out,Health and Safety Protocols,Toronto Raptors,TOR@BKN,12/14/2021
"Anunoby, OG",Out,Injury/Illness - Left Hip; Pointer,Toronto Raptors,TOR@BKN,12/14/2021
"Banton, Dalano",Out,Injury/Illness - Illness; Non-COVID,Toronto Raptors,TOR@BKN,12/14/2021
"Birch, Khem",Out,Injury/Illness - Right Knee; Swelling,Toronto Raptors,TOR@BKN,12/14/2021
"Dragic, Goran",Out,Not With Team,Toronto Raptors,TOR@BKN,12/14/2021
"Johnson, David",Out,Injury/Illness - Left Calf; Strain,Toronto Raptors,TOR@BKN,12/14/2021
"McCollum, CJ",Out,Injury/Illness - Right Lung; Pneumothorax,Portland Trail Blazers,PHX@POR,12/14/2021
"Zeller, Cody",Out,Injury/Illness - Right Patellar; Fracture,Portland Trail Blazers,PHX@POR,12/14/2021
"Bogdanovic, Bogdan",Out,Injury/Illness - Right Ankle; Sprain,Atlanta Hawks,ATL@ORL,12/15/2021
"Hill, Solomon",Out,Injury/Illness - Right Hamstring; Tear,Atlanta Hawks,ATL@ORL,12/15/2021
"Hunter, De'Andre",Out,Injury/Illness - Right Wrist; Tendon Surgery,Atlanta Hawks,ATL@ORL,12/15/2021
"Johnson, Jalen",Out,G League - On Assignment,Atlanta Hawks,ATL@ORL,12/15/2021
"Mays, Skylar",Out,G League - Two-Way,Atlanta Hawks,ATL@ORL,12/15/2021
"Okongwu, Onyeka",Out,G League - On Assignment,Atlanta Hawks,ATL@ORL,12/15/2021
"Bamba, Mo",Questionable,Injury/Illness - Right Ankle; Sprain,Orlando Magic,ATL@ORL,12/15/2021
"Carter-Williams, Michael",Out,Injury/Illness - Left Ankle; Injury recovery,Orlando Magic,ATL@ORL,12/15/2021
"Fultz, Markelle",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ATL@ORL,12/15/2021
"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury recovery,Orlando Magic,ATL@ORL,12/15/2021
"Moore, E'Twaun",Out,Injury/Illness - Left Knee; Sprain,Orlando Magic,ATL@ORL,12/15/2021
"Suggs, Jalen",Out,Injury/Illness - Right Thumb; Fracture,Orlando Magic,ATL@ORL,12/15/2021
